Report_ID,Constituent_ID,Fundraiser_ID,Contact_Date,Contact_Type,Contact_Report_Text,Est_Gift_Capacity,Suggested_CRM_Tags,Sentiment_Score,Sentiment_Label
REP_2245,DONOR_1090,O,2025-07-24,In-Person Lunch,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",8000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2290,DONOR_1091,O,2025-07-26,Coffee Meeting,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",30000,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2187,DONOR_1073,O,2025-07-30,In-Person Lunch,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",12000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2383,DONOR_1094,O,2025-07-30,Event Reception,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,30000,Analytics_PublicHealth,1.0,Positive
REP_2132,DONOR_1012,O,2025-07-31,Campus Tour,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,20000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2334,DONOR_1087,O,2025-08-01,Coffee Meeting,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,40000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2471,DONOR_1083,O,2025-08-04,Virtual Call,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,15000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2418,DONOR_1030,O,2025-08-04,Phone Call,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,22500,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2240,DONOR_1000,O,2025-08-05,Campus Tour,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,18000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2201,DONOR_1005,O,2025-08-08,Coffee Meeting,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,40000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2326,DONOR_1015,O,2025-08-08,Campus Tour,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,18000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2082,DONOR_1051,O,2025-08-08,Virtual Call,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,45000,Analytics_PublicHealth,1.0,Positive
REP_2140,DONOR_1038,O,2025-08-09,Event Reception,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,12000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2460,DONOR_1011,O,2025-08-12,Coffee Meeting,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,24000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2427,DONOR_1059,O,2025-08-12,Virtual Call,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,30000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2269,DONOR_1002,O,2025-08-13,Campus Tour,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,36000,Analytics_PublicHealth,1.0,Positive
REP_2191,DONOR_1080,O,2025-08-13,Coffee Meeting,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",30000,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2267,DONOR_1076,O,2025-08-14,Event Reception,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",12000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2256,DONOR_1064,O,2025-08-14,Coffee Meeting,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,4000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2161,DONOR_1090,O,2025-08-15,Event Reception,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",37500,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2113,DONOR_1099,O,2025-08-15,In-Person Lunch,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,12000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2033,DONOR_1027,O,2025-08-16,Coffee Meeting,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,30000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2336,DONOR_1043,O,2025-08-17,Phone Call,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,24000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2049,DONOR_1007,O,2025-08-18,In-Person Lunch,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",37500,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2360,DONOR_1002,O,2025-08-18,Coffee Meeting,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,22500,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2298,DONOR_1025,O,2025-08-20,Virtual Call,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,75000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2130,DONOR_1015,O,2025-08-20,In-Person Lunch,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,50000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2175,DONOR_1042,O,2025-08-21,Phone Call,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,4000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2120,DONOR_1055,O,2025-08-27,Campus Tour,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,60000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2455,DONOR_1077,O,2025-08-31,In-Person Lunch,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,150000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2107,DONOR_1027,O,2025-08-31,Virtual Call,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",12000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2080,DONOR_1085,O,2025-08-31,Coffee Meeting,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,100000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2470,DONOR_1042,O,2025-09-03,Coffee Meeting,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,30000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2387,DONOR_1096,O,2025-09-03,Virtual Call,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,12000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2491,DONOR_1070,O,2025-09-04,Event Reception,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",15000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2424,DONOR_1061,O,2025-09-06,Virtual Call,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",25000,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2265,DONOR_1032,O,2025-09-07,In-Person Lunch,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,15000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2154,DONOR_1044,O,2025-09-07,Virtual Call,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,50000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2063,DONOR_1005,O,2025-09-07,Campus Tour,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,100000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2096,DONOR_1030,O,2025-09-09,Virtual Call,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,40000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2174,DONOR_1060,O,2025-09-12,Event Reception,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",8000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2006,DONOR_1089,O,2025-09-14,Virtual Call,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,15000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2166,DONOR_1035,O,2025-09-14,Event Reception,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,80000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2061,DONOR_1077,O,2025-09-17,Campus Tour,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,150000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2400,DONOR_1005,O,2025-09-18,Phone Call,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,40000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2168,DONOR_1057,O,2025-09-19,Virtual Call,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,75000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2485,DONOR_1098,O,2025-09-19,In-Person Lunch,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,4000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2184,DONOR_1009,O,2025-09-19,Event Reception,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,150000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2327,DONOR_1090,O,2025-09-20,Event Reception,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,80000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2116,DONOR_1072,O,2025-09-21,Event Reception,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",12000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2109,DONOR_1095,O,2025-09-24,Campus Tour,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,40000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2250,DONOR_1099,O,2025-09-25,Phone Call,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,15000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2227,DONOR_1036,O,2025-09-26,In-Person Lunch,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,15000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2307,DONOR_1057,O,2025-09-27,Event Reception,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",12000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2040,DONOR_1084,O,2025-09-28,Coffee Meeting,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",15000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2456,DONOR_1062,O,2025-09-30,Event Reception,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",15000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2067,DONOR_1046,O,2025-10-02,Campus Tour,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,24000,Analytics_PublicHealth,1.0,Positive
REP_2480,DONOR_1069,O,2025-10-04,Phone Call,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,40000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2319,DONOR_1020,O,2025-10-06,Event Reception,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,24000,Analytics_PublicHealth,1.0,Positive
REP_2347,DONOR_1006,O,2025-10-07,Event Reception,Met at alumni event reception. Donor spoke passionately about first-generation student scholarships and leadership development programs. Interested in endowing an annual scholarship for women in STEM.,80000,"Underrepresented_Founders, Scholarships_Fellowships",1.0,Positive
REP_2078,DONOR_1066,O,2025-10-08,Coffee Meeting,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,60000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2474,DONOR_1035,O,2025-10-09,In-Person Lunch,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,15000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2112,DONOR_1059,O,2025-10-13,Campus Tour,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,12000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2057,DONOR_1008,O,2025-10-14,Virtual Call,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,22500,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2337,DONOR_1051,O,2025-10-15,Event Reception,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,40000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2279,DONOR_1082,O,2025-10-16,Event Reception,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,40000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2179,DONOR_1037,O,2025-10-19,Coffee Meeting,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,15000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2223,DONOR_1085,O,2025-10-19,Campus Tour,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,4000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2283,DONOR_1049,O,2025-10-19,Campus Tour,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",30000,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2417,DONOR_1019,O,2025-10-21,Campus Tour,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,75000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2403,DONOR_1048,O,2025-10-22,Coffee Meeting,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,50000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2009,DONOR_1068,O,2025-10-23,In-Person Lunch,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,60000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2242,DONOR_1022,O,2025-10-25,Event Reception,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,36000,Analytics_PublicHealth,1.0,Positive
REP_2219,DONOR_1035,O,2025-10-26,Event Reception,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,60000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2277,DONOR_1059,O,2025-10-27,Event Reception,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,75000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2202,DONOR_1030,O,2025-11-02,Coffee Meeting,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,30000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2459,DONOR_1091,O,2025-11-03,Virtual Call,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,16000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2047,DONOR_1048,O,2025-11-04,Virtual Call,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,6000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2292,DONOR_1008,O,2025-11-04,Coffee Meeting,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",37500,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2349,DONOR_1016,O,2025-11-08,Virtual Call,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,24000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2368,DONOR_1015,O,2025-11-09,Virtual Call,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,18000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2282,DONOR_1053,O,2025-11-10,Event Reception,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,20000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2248,DONOR_1067,O,2025-11-10,Virtual Call,Phone call to discuss endowed giving. Constituent wants to ensure funding directly benefits diverse student entrepreneurs and underrepresented founders entering local startup accelerators.,20000,"Lassonde_Entrepreneurship, Underrepresented_Founders",0.0,Neutral
REP_2018,DONOR_1027,O,2025-11-10,Phone Call,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,5000,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2114,DONOR_1039,O,2025-11-11,Phone Call,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,24000,Analytics_PublicHealth,1.0,Positive
REP_2322,DONOR_1008,O,2025-11-12,Phone Call,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,7500,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2301,DONOR_1047,O,2025-11-14,Phone Call,Brief phone check-in. Constituent was busy and neutral regarding current campaign priorities. Asked to receive updates via email instead of in-person visits until next spring.,7500,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2410,DONOR_1031,O,2025-11-16,Coffee Meeting,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,30000,Analytics_PublicHealth,1.0,Positive
REP_2346,DONOR_1093,O,2025-11-17,Virtual Call,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",37500,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2157,DONOR_1041,O,2025-11-18,Event Reception,"Met over lunch to discuss student entrepreneurship initiatives. The donor expressed strong interest in supporting Lassonde programs, specifically funding pitch competitions for underrepresented founders and black-owned student startups in hair care and consumer tech. Highly enthusiastic about mentoring undergraduate founders.",37500,"Lassonde_Entrepreneurship, Underrepresented_Founders, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2039,DONOR_1031,O,2025-11-21,Campus Tour,Toured the campus innovation hub. Donor was impressed by student prototype displays. Expressed interest in creating a seed grant pool for student-led startups in sustainable beauty and wellness products. Requested a formal proposal for $50k.,40000,"Lassonde_Entrepreneurship, HairCare_Beauty_ConsumerTech, Analytics_PublicHealth",1.0,Positive
REP_2098,DONOR_1008,O,2025-11-22,Virtual Call,Difficult meeting at local cafe. Donor expressed frustration over recent event organization and poor communication regarding past gift allocation. Stated they are putting further contributions on hold until receiving an audit of their endowed scholarship fund.,75000,Scholarships_Fellowships,-1.0,Negative (At Risk)
REP_2143,DONOR_1020,O,2025-11-23,Coffee Meeting,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,22500,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2173,DONOR_1092,O,2025-11-24,Phone Call,Virtual catch-up regarding the new Business Analytics fellowship fund. Donor shared their background in healthcare data analytics and wants to sponsor capstone projects focusing on public health resource allocation. Warm interaction overall.,12000,"Analytics_PublicHealth, Scholarships_Fellowships",1.0,Positive
REP_2226,DONOR_1085,O,2025-11-25,Virtual Call,"Met to discuss campus capital updates. Donor feels slightly disconnected from the university's recent strategic direction. Not interested in general annual fund, but might consider targeted gifts to student incubators if leadership provides clearer ROI metrics.",8000,"Lassonde_Entrepreneurship, Capital_Facilities",0.33,Positive
REP_2361,DONOR_1088,O,2025-11-25,Event Reception,Virtual call to discuss renewal. Donor cited economic uncertainty and expressed hesitation to commit to a multi-year pledge this fiscal year. Unhappy with lack of personal updates from the college dean.,22500,Analytics_PublicHealth,-1.0,Negative (At Risk)
REP_2436,DONOR_1097,O,2025-11-27,Campus Tour,Coffee meeting to review annual giving options. Donor asked how AI and data science are being integrated into the curriculum. Would consider a major gift if tied directly to undergraduate research assistantships.,24000,Analytics_PublicHealth,1.0,Positive
